store_number,slug,url,location_name,status,address_line1,city,county,state,region,postal_code,country_code,latitude,longitude,time_zone,format,total_building_area_sqft,main_voice_phone_number,banner,province_code,province_name,cma_code,cma_name,cma_type,fsa,coord_source,geo_source,osm_id,osm_type
osm:way/130730296,,https://www.realcanadiansuperstore.ca/en/store-locator/details/1525,Real Canadian Superstore,open,6435 Metral Drive,Nanaimo,,,British Columbia,V9T 2L9,CA,49.2305609,-124.0460111,America/Vancouver,Hypermarket,,250-390-5718,Real Canadian Superstore,BC,British Columbia,938,Nanaimo,B,V9T,osm,osm+postcode_letter,130730296,way
osm:way/131271236,,https://www.realcanadiansuperstore.ca/store-locator/details/1542,Real Canadian Superstore,open,3633 Westwinds Drive NE,Calgary,,,Alberta,T3K 5K3,CA,51.1097342,-113.9716545,America/Edmonton,Hypermarket,,403-590-3319,Real Canadian Superstore,AB,Alberta,825,Calgary,B,T3K,osm,osm+postcode_letter,131271236,way
osm:way/131379626,,https://www.realcanadiansuperstore.ca/store-locator/details/1532,Real Canadian Superstore,open,,,,,British Columbia,,CA,49.474322,-119.5786871,America/Vancouver,Hypermarket,,,Real Canadian Superstore,BC,British Columbia,913,Penticton,D,,osm,osm+pip,131379626,way
osm:way/133669772,,,Your Independent Grocer,open,,,,,Ontario,,CA,42.9715469,-81.252947,America/Toronto,Supermarket,,,Your Independent Grocer,ON,Ontario,555,London,B,,osm,osm+pip,133669772,way
osm:way/133979838,,,Loblaws,open,2085 Carling Avenue,,,,Ontario,,CA,45.372427,-75.7678137,America/Toronto,Supermarket,,,Loblaws,ON,Ontario,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,,osm,osm+pip,133979838,way
osm:way/135564968,,,Zehrs,open,,,,,Ontario,,CA,43.0613652,-79.9610091,America/Toronto,Supermarket,,,Zehrs,ON,Ontario,,,,,osm,osm+pip,135564968,way
osm:way/138283950,,,大統華 T&T Supermarket,open,715 Central Parkway West,Mississauga,,,Ontario,L5B 4L1,CA,43.5771293,-79.6444298,America/Toronto,Asian Specialty,,,T&T Supermarket,ON,Ontario,535,Toronto,B,L5B,osm,osm+postcode_letter,138283950,way
osm:way/138665005,,https://www.realcanadiansuperstore.ca/store-locator/details/2813,Real Canadian Superstore,open,760 Eagleson Road,Kanata,,,Ontario,K2M 0A7,CA,45.2827657,-75.8665439,America/Toronto,Hypermarket,,613-254-6050,Real Canadian Superstore,ON,Ontario,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,K2M,osm,osm+postcode_letter,138665005,way
osm:way/139031420,,https://www.realcanadiansuperstore.ca/store-locator/details/2811,Real Canadian Superstore,open,,,,,Ontario,,CA,43.6513511,-79.9063774,America/Toronto,Hypermarket,,,Real Canadian Superstore,ON,Ontario,535,Toronto,B,,osm,osm+pip,139031420,way
osm:way/140281494,,https://www.zehrs.ca/en/store-locator/details/0533,Zehrs,open,400 Conestoga Boulevard,Cambridge,,,Ontario,N1R 7L7,CA,43.391649,-80.315934,America/Toronto,Supermarket,,519-620-1376,Zehrs,ON,Ontario,541,Kitchener - Cambridge - Waterloo,B,N1R,osm,osm+postcode_letter,140281494,way
osm:way/140482749,,,Loblaws Great Food,open,5970 McLaughlin Road,Mississauga,,,Ontario,,CA,43.6146868,-79.6886023,America/Toronto,Supermarket,,,Loblaws,ON,Ontario,535,Toronto,B,,osm,osm+pip,140482749,way
osm:way/141898508,,https://www.loblaws.ca/,Loblaws,open,200 Bullock Drive,Markham,,,Ontario,L3P 1W2,CA,43.8743322,-79.2847694,America/Toronto,Supermarket,,905-294-4922,Loblaws,ON,Ontario,535,Toronto,B,L3P,osm,osm+postcode_letter,141898508,way
osm:way/143310819,,https://www.realcanadiansuperstore.ca/store-locator/details/1567,Real Canadian Superstore,open,410 Baseline Road,Sherwood Park,,,Alberta,,CA,53.542592,-113.292814,America/Edmonton,Hypermarket,,,Real Canadian Superstore,AB,Alberta,835,Edmonton,B,,osm,osm+pip,143310819,way
osm:way/143672799,,https://www.zehrs.ca/,Zehrs,open,620 Yonge Street,Barrie,,,Ontario,L4N 4E6,CA,44.355249,-79.648682,America/Toronto,Supermarket,,705-735-2390,Zehrs,ON,Ontario,568,Barrie,B,L4N,osm,osm+postcode_letter,143672799,way
osm:way/143673863,,https://www.zehrs.ca/store-locator/details/0507,Zehrs,open,11 Bryne Drive,Barrie,,,Ontario,L4N 8V8,CA,44.3583409,-79.6950254,America/Toronto,Supermarket,,705-733-1119,Zehrs,ON,Ontario,568,Barrie,B,L4N,osm,osm+postcode_letter,143673863,way
osm:way/144453739,,,Loblaws,open,200 Earl Grey Drive,,,,Ontario,K2T 1B6,CA,45.3100474,-75.9164659,America/Toronto,Supermarket,,,Loblaws,ON,Ontario,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,K2T,osm,osm+postcode_letter,144453739,way
osm:way/149936796,,https://www.yourindependentgrocer.ca/,Your Independent Grocer,open,,,,,Ontario,,CA,45.0420426,-79.324194,America/Toronto,Supermarket,,,Your Independent Grocer,ON,Ontario,,,,,osm,osm+pip,149936796,way
osm:way/151678438,,https://www.maxi.ca/store-locator/details/8388,Maxi,open,800 Boulevard Maloney Ouest,,,,Quebec,J8T 3R6,CA,45.4800917,-75.682683,America/Toronto,Discount,,819-561-9244,Maxi,QC,Quebec,505,Ottawa - Gatineau (partie du Québec / Quebec part),B,J8T,osm,osm+postcode_letter,151678438,way
osm:way/151799659,,,Your Independent Grocer,open,220 Main Street,Plaster Rock,,,New Brunswick,,CA,46.9055139,-67.3958437,America/Moncton,Supermarket,,,Your Independent Grocer,NB,New Brunswick,,,,,osm,osm+pip,151799659,way
osm:way/152493242,,,Loblaws,open,363 Rideau Street,,,,Ontario,,CA,45.4301695,-75.6838765,America/Toronto,Supermarket,,613-789-3330,Loblaws,ON,Ontario,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,,osm,osm+pip,152493242,way
osm:way/155384735,,https://www.wholesaleclub.ca/,Wholesale Club,open,5335 Kingsway,,,,British Columbia,,CA,49.2251028,-122.9871091,America/Vancouver,Wholesale,,604-431-0765,Wholesale Club,BC,British Columbia,933,Vancouver,B,,osm,osm+pip,155384735,way
osm:way/157291437,,,Loblaws,open,1980 Baseline Road,,,,Ontario,K2C 0C6,CA,45.351935,-75.7594965,America/Toronto,Supermarket,,613-723-3200,Loblaws,ON,Ontario,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,K2C,osm,osm+postcode_letter,157291437,way
osm:way/157487896,,https://www.realcanadiansuperstore.ca/store-locator/details/1564,Real Canadian Superstore,open,2280 Baron Road,Kelowna,,,British Columbia,V1X 7W3,CA,49.88096,-119.4317705,America/Vancouver,Hypermarket,,250-717-2536,Real Canadian Superstore,BC,British Columbia,915,Kelowna,B,V1X,osm,osm+postcode_letter,157487896,way
osm:way/159261037,,https://www.realcanadiansuperstore.ca/store-locator/details/1568,Real Canadian Superstore,open,101 St. Albert Trail,St. Albert,,,Alberta,T8N 6L5,CA,53.6208137,-113.6038276,America/Edmonton,Hypermarket,,,Real Canadian Superstore,AB,Alberta,835,Edmonton,B,T8N,osm,osm+postcode_letter,159261037,way
osm:way/159327608,,,Your Independent Grocer,open,,,,,Ontario,,CA,46.3176301,-79.4421948,America/Toronto,Supermarket,,,Your Independent Grocer,ON,Ontario,575,North Bay,K,,osm,osm+pip,159327608,way
osm:way/160290278,,https://www.nofrills.ca,No Frills,open,310 West Broadway,Vancouver,,,British Columbia,,CA,49.2628665,-123.1117039,America/Vancouver,Discount,,,No Frills,BC,British Columbia,933,Vancouver,B,,osm,osm+postcode_letter,160290278,way
osm:way/161391165,,https://www.realcanadiansuperstore.ca/store-locator/details/1018,Real Canadian Superstore,open,18120 Yonge Street,Newmarket,,,Ontario,L3Y 4V8,CA,44.0698402,-79.4863059,America/Toronto,Hypermarket,,905-830-4072,Real Canadian Superstore,ON,Ontario,535,Toronto,B,L3Y,osm,osm+postcode_letter,161391165,way
osm:way/161716629,,https://www.realcanadiansuperstore.ca/store-locator/details/1556,Real Canadian Superstore,open,14650 104 Avenue,Surrey,,,British Columbia,,CA,49.1909029,-122.8160806,America/Vancouver,Hypermarket,,604-587-8518,Real Canadian Superstore,BC,British Columbia,933,Vancouver,B,,osm,osm+pip,161716629,way
osm:way/162872427,,https://www.maxi.ca/store-locator/details/7216,Maxi,open,381 Boulevard Maloney Est,Gatineau,,,Quebec,J8P 1E3,CA,45.4850725,-75.6405152,America/Toronto,Discount,,819-663-5374,Maxi,QC,Quebec,505,Ottawa - Gatineau (partie du Québec / Quebec part),B,J8P,osm,osm+postcode_letter,162872427,way
osm:way/163330544,,,Maxi,open,8696 Avenue Jules-Verne,,,,Quebec,,CA,46.7871189,-71.349177,America/Toronto,Discount,,418-872-2400,Maxi,QC,Quebec,421,Québec,B,,osm,osm+pip,163330544,way
osm:way/163763103,,,Provigo,open,22 Rue des Flandres,,,,Quebec,,CA,45.470815,-75.7176343,America/Toronto,Supermarket,,,Provigo,QC,Quebec,505,Ottawa - Gatineau (partie du Québec / Quebec part),B,,osm,osm+pip,163763103,way
osm:way/166189215,,,Zehrs,open,,,,,Ontario,,CA,43.3691369,-80.9515813,America/Toronto,Supermarket,,,Zehrs,ON,Ontario,553,Stratford,D,,osm,osm+pip,166189215,way
osm:way/166369163,,https://www.maxi.ca/LCLOnline/store_details_landing_page.jsp?storeId=2067,Maxi,open,25 Chemin de la Savane,,,,Quebec,J8T 8A4,CA,45.4753384,-75.7037467,America/Toronto,Discount,,,Maxi,QC,Quebec,505,Ottawa - Gatineau (partie du Québec / Quebec part),B,J8T,osm,osm+postcode_letter,166369163,way
osm:way/167187650,,,Valu-mart,open,,,,,Quebec,,CA,45.6036695,-76.490414,America/Toronto,Supermarket,,,Valu-Mart,QC,Quebec,,,,,osm,osm+pip,167187650,way
osm:way/167411847,,,Chris' Your Independent Grocer,open,82 Lorne Street,Sudbury,,,Ontario,P3C 4N8,CA,46.4907368,-81.0011054,America/Toronto,Supermarket,,,Your Independent Grocer,ON,Ontario,580,Greater Sudbury / Grand Sudbury,B,P3C,osm,osm+postcode_letter,167411847,way
osm:way/167907930,,,Your Independent Grocer,open,455 McNeely Avenue,Carleton Place,,,Ontario,K7C 4S6,CA,45.134167,-76.121342,America/Toronto,Supermarket,,,Your Independent Grocer,ON,Ontario,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,K7C,osm,osm+postcode_letter,167907930,way
osm:way/167996254,,https://www.realcanadiansuperstore.ca/store-locator/details/1571,Real Canadian Superstore,open,5031 Ray Nelson Drive,Lloydminster,,,Alberta,T9V 0A6,CA,53.2756839,-110.008675,America/Edmonton,Hypermarket,,780-871-8050,Real Canadian Superstore,AB,Alberta,840,Lloydminster (Alberta part / partie de l'Alberta),D,T9V,osm,osm+postcode_letter,167996254,way
osm:way/168893645,,https://www.realcanadiansuperstore.ca/store-locator/details/1030,Real Canadian Superstore,open,15900 Bayview Avenue,Aurora,,,Ontario,L4G 7Y3,CA,44.0222663,-79.449479,America/Toronto,Hypermarket,,905-726-9532,Real Canadian Superstore,ON,Ontario,535,Toronto,B,L4G,osm,osm+postcode_letter,168893645,way
osm:way/169667572,,,No Frills,open,5520 46 Street,Rocky Mountain House,,,Alberta,T4T 1A5,CA,52.3844587,-114.9143649,America/Edmonton,Discount,,,No Frills,AB,Alberta,,,,T4T,osm,osm+postcode_letter,169667572,way
osm:way/170138205,,https://www.realcanadiansuperstore.ca/store-locator/details/1574,Real Canadian Superstore,open,10505 Southport Road SW,Calgary,,,Alberta,T2W 3N2,CA,50.9618507,-114.0743856,America/Edmonton,Hypermarket,,403-225-6223,Real Canadian Superstore,AB,Alberta,825,Calgary,B,T2W,osm,osm+postcode_letter,170138205,way
osm:way/170242327,,,No Frills,open,,Toronto,,,Ontario,,CA,43.7982665,-79.141306,America/Toronto,Discount,,,No Frills,ON,Ontario,535,Toronto,B,,osm,osm+pip,170242327,way
osm:way/172422435,,,No Frills,open,1631 Rutherford Road,,,,Ontario,,CA,43.8414332,-79.4859201,America/Toronto,Discount,,,No Frills,ON,Ontario,535,Toronto,B,,osm,osm+pip,172422435,way
osm:way/174411721,,https://www.yourindependentgrocer.ca/LCLOnline/store_details_landing_page.jsp?storeId=571,Your Independent Grocer,open,B30 Beaver Street,,,,Ontario,L0K 1A0,CA,44.4270415,-79.1258882,America/Toronto,Supermarket,,,Your Independent Grocer,ON,Ontario,,,,L0K,osm,osm+postcode_letter,174411721,way
osm:way/174712152,,,Your Independent Grocer,open,2266 Queen Street East,Toronto,,,Ontario,,CA,43.673271,-79.285872,America/Toronto,Supermarket,,,Your Independent Grocer,ON,Ontario,535,Toronto,B,,osm,osm+pip,174712152,way
osm:way/174956091,,https://www.nofrills.ca/store-locator/details/7540,No Frills,open,,,,,Ontario,,CA,44.0806775,-80.1870128,America/Toronto,Discount,,,No Frills,ON,Ontario,,,,,osm,osm+pip,174956091,way
osm:way/175276879,,https://www.loblaws.ca/en/store-locator/details/1127,Loblaws,open,12 Hurontario Street,,,,Ontario,L9Y 2L6,CA,44.5023884,-80.2181258,America/Toronto,Supermarket,,705-445-1431,Loblaws,ON,Ontario,567,Collingwood,D,L9Y,osm,osm+postcode_letter,175276879,way
osm:way/175362767,,,Zehrs,open,,,,,Ontario,,CA,44.5754077,-80.9239017,America/Toronto,Supermarket,,,Zehrs,ON,Ontario,566,Owen Sound,D,,osm,osm+pip,175362767,way
osm:way/176210919,,,Valu-mart,open,,,,,Ontario,,CA,44.6292725,-81.2623087,America/Toronto,Supermarket,,,Valu-Mart,ON,Ontario,,,,,osm,osm+pip,176210919,way
osm:way/176731001,,,Your Independent Grocer,open,401 Ottawa Street,,,,Ontario,K0A 1A0,CA,45.233884,-76.1821777,America/Toronto,Supermarket,,,Your Independent Grocer,ON,Ontario,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,K0A,osm,osm+postcode_letter,176731001,way
osm:way/177854516,,,大統華 T&T Supermarket,open,25 Heritage Meadows Way SE,,,,Alberta,T2H 0A7,CA,50.9853359,-114.0461596,America/Edmonton,Asian Specialty,,,T&T Supermarket,AB,Alberta,825,Calgary,B,T2H,osm,osm+postcode_letter,177854516,way
osm:way/177854524,,https://www.realcanadiansuperstore.ca/store-locator/details/1539,Real Canadian Superstore,open,20 Heritage Meadows Way SE,Calgary,,,Alberta,T2H 0B5,CA,50.9864624,-114.0419259,America/Edmonton,Hypermarket,,403-692-6220,Real Canadian Superstore,AB,Alberta,825,Calgary,B,T2H,osm,osm+postcode_letter,177854524,way
osm:way/178326102,,,Your Independent Grocer,open,,,,,Ontario,,CA,45.3448114,-79.2270288,America/Toronto,Supermarket,,,Your Independent Grocer,ON,Ontario,,,,,osm,osm+pip,178326102,way
osm:way/178328603,,https://www.realcanadiansuperstore.ca/store-locator/details/2806,Real Canadian Superstore,open,361 South Service Road,Grimsby,,,Ontario,L3M 4E8,CA,43.2036643,-79.591291,America/Toronto,Hypermarket,,905-309-3911,Real Canadian Superstore,ON,Ontario,537,Hamilton,B,L3M,osm,osm+postcode_letter,178328603,way
osm:way/178471028,,,Loblaws,open,,,,,Ontario,,CA,44.3512053,-78.7615177,America/Toronto,Supermarket,,,Loblaws,ON,Ontario,530,Kawartha Lakes,D,,osm,osm+pip,178471028,way
osm:way/178539982,,,No Frills,open,1401 Alaska Highway,Dawson Creek,,,British Columbia,V1G 1Z6,CA,55.7620977,-120.2426132,America/Vancouver,Discount,,250-782-8401,No Frills,BC,British Columbia,975,Dawson Creek,D,V1G,osm,osm+postcode_letter,178539982,way
osm:way/178560690,,,Zehrs,open,6940 Morrison Street,,,,Ontario,L2E 7K5,CA,43.1026845,-79.1129485,America/Toronto,Supermarket,,905-358-5544,Zehrs,ON,Ontario,539,St. Catharines - Niagara,B,L2E,osm,osm+postcode_letter,178560690,way
osm:way/178665609,,,Wholesale Club,open,,,,,Ontario,,CA,43.0908296,-79.0918331,America/Toronto,Wholesale,,,Wholesale Club,ON,Ontario,539,St. Catharines - Niagara,B,,osm,osm+pip,178665609,way
osm:way/178716159,,https://www.realcanadiansuperstore.ca/store-locator/details/0577,Real Canadian Superstore,open,411 Louth Street,St. Catharines,,,Ontario,L2S 4A2,CA,43.1539719,-79.2667752,America/Toronto,Hypermarket,,905-984-8408,Real Canadian Superstore,ON,Ontario,539,St. Catharines - Niagara,B,L2S,osm,osm+postcode_letter,178716159,way
osm:way/178760797,,https://www.realcanadiansuperstore.ca/store-locator/details/1080,Real Canadian Superstore,open,3050 Argentia Road,Mississauga,,,Ontario,L5N 8E1,CA,43.5956032,-79.7840066,America/Toronto,Hypermarket,,905-785-8928,Real Canadian Superstore,ON,Ontario,535,Toronto,B,L5N,osm,osm+postcode_letter,178760797,way
osm:way/179123553,,https://www.nofrills.ca/LCLOnline/store_details_landing_page.jsp?storeId=534,No Frills,open,,,,,Ontario,,CA,46.3674033,-79.9082791,America/Toronto,Discount,,,No Frills,ON,Ontario,,,,,osm,osm+pip,179123553,way
osm:way/179179884,,,No Frills,open,,Markham,,,Ontario,,CA,43.838712,-79.2504655,America/Toronto,Discount,,,No Frills,ON,Ontario,535,Toronto,B,,osm,osm+pip,179179884,way
osm:way/179193055,,,Joey's Your Independent Grocer,open,,,,,New Brunswick,,CA,46.5568857,-66.1263557,America/Moncton,Supermarket,,,Your Independent Grocer,NB,New Brunswick,,,,,osm,osm+pip,179193055,way
osm:way/179894628,,,No Frills,open,,,,,British Columbia,,CA,50.120595,-120.7625786,America/Vancouver,Discount,,,No Frills,BC,British Columbia,,,,,osm,osm+pip,179894628,way
osm:way/179910419,,,No Frills,open,1200 Main Street East,Swan River,,,Manitoba,R0I 1Z0,CA,52.1074499,-101.2606296,America/Winnipeg,Discount,,204-734-5190,No Frills,MB,Manitoba,,,,R0I,osm,osm+postcode_letter,179910419,way
osm:way/180683128,,,Your Independent Grocer,open,2399 Lake Shore Boulevard West,Etobicoke,,,Ontario,,CA,43.6146411,-79.4884118,America/Toronto,Supermarket,,,Your Independent Grocer,ON,Ontario,535,Toronto,B,,osm,osm+pip,180683128,way
osm:way/181802230,,,Maxi,open,1180 Avenue Bernard,Montréal,,,Quebec,H2V 1V5,CA,45.5206461,-73.6078241,America/Toronto,Discount,,,Maxi,QC,Quebec,462,Montréal,B,H2V,osm,osm+postcode_letter,181802230,way
osm:way/182128124,,https://www.nofrills.ca/,No Frills,open,9 Sandstone Gate,Okotoks,,,Alberta,T1S 1B1,CA,50.7311717,-113.9816503,America/Edmonton,Discount,,,No Frills,AB,Alberta,820,Okotoks,D,T1S,osm,osm+postcode_letter,182128124,way
osm:way/183243392,,https://www.nofrills.ca/,No Frills,open,,,,,Ontario,,CA,42.9578112,-81.2598569,America/Toronto,Discount,,,No Frills,ON,Ontario,555,London,B,,osm,osm+pip,183243392,way
osm:way/183280020,,,No Frills,open,,,,,Ontario,,CA,43.133369,-80.2744277,America/Toronto,Discount,,,No Frills,ON,Ontario,543,Brantford,B,,osm,osm+pip,183280020,way
osm:way/183290222,,https://www.fortinos.ca/store-locator/details/0067,Fortinos,open,1579 Main Street West,Hamilton,,,Ontario,L8S 1E6,CA,43.2553247,-79.9288605,America/Toronto,Supermarket,,905-308-9045,Fortinos,ON,Ontario,537,Hamilton,B,L8S,osm,osm+postcode_letter,183290222,way
osm:way/183669436,,,Fortinos,open,,,,,Ontario,,CA,43.1756649,-79.7778345,America/Toronto,Supermarket,,,Fortinos,ON,Ontario,537,Hamilton,B,,osm,osm+pip,183669436,way
osm:way/183801158,,,Your Independent Grocer,open,,,,,Ontario,,CA,44.9216252,-79.3724324,America/Toronto,Supermarket,,,Your Independent Grocer,ON,Ontario,,,,,osm,osm+pip,183801158,way
osm:way/187865631,,https://www.realcanadiansuperstore.ca/store-locator/details/1033,Real Canadian Superstore,open,51 Gerry Fitzgerald Drive,North York,,,Ontario,M3J 3N4,CA,43.7847642,-79.4717074,America/Toronto,Hypermarket,,416-665-3209,Real Canadian Superstore,ON,Ontario,535,Toronto,B,M3J,osm,osm+postcode_letter,187865631,way
osm:way/189014525,,,Zehrs,open,,,,,Ontario,,CA,43.1355031,-80.7312737,America/Toronto,Supermarket,,,Zehrs,ON,Ontario,544,Woodstock,D,,osm,osm+pip,189014525,way
osm:way/189129298,,https://www.nofrills.ca/,No Frills,open,960 Hamilton Road,London,,,Ontario,,CA,42.9785349,-81.1925778,America/Toronto,Discount,,866-987-6453,No Frills,ON,Ontario,555,London,B,,osm,osm+pip,189129298,way
osm:way/189162470,,,Your Independent Grocer,open,,,,,Ontario,,CA,49.059843,-81.0318913,America/Toronto,Supermarket,,,Your Independent Grocer,ON,Ontario,,,,,osm,osm+pip,189162470,way
osm:way/189301957,,,No Frills,open,53 West Sideroad,Port Colborne,,,Ontario,,CA,42.8957423,-79.2671783,America/Toronto,Discount,,,No Frills,ON,Ontario,539,St. Catharines - Niagara,B,,osm,osm+pip,189301957,way
osm:way/189612561,,,Zehrs,open,821 Niagara Street,Welland,,,Ontario,L3C 1M4,CA,43.0171789,-79.2517101,America/Toronto,Supermarket,,,Zehrs,ON,Ontario,539,St. Catharines - Niagara,B,L3C,osm,osm+postcode_letter,189612561,way
osm:way/190800467,,,Maxi,open,472 4e Rue Est,Amos,,,Quebec,,CA,48.5711364,-78.1049598,America/Toronto,Discount,,,Maxi,QC,Quebec,481,Amos,D,,osm,osm+pip,190800467,way
osm:way/192575052,,,大統華 T&T Supermarket,open,1085 Woolridge Street,,,,British Columbia,,CA,49.2334767,-122.8635257,America/Vancouver,Asian Specialty,,,T&T Supermarket,BC,British Columbia,933,Vancouver,B,,osm,osm+pip,192575052,way
osm:way/193381603,,,No Frills,open,,,,,Alberta,,CA,53.4923179,-112.0430447,America/Edmonton,Discount,,,No Frills,AB,Alberta,,,,,osm,osm+pip,193381603,way
osm:way/195170588,,,No Frills,open,194 City Centre,,,,British Columbia,V8C 1X6,CA,54.0537761,-128.6553843,America/Vancouver,Discount,,,No Frills,BC,British Columbia,,,,V8C,osm,osm+postcode_letter,195170588,way
osm:way/195837936,,https://www.nofrills.ca/,No Frills,open,,,,,Ontario,,CA,43.4140837,-80.480882,America/Toronto,Discount,,,No Frills,ON,Ontario,541,Kitchener - Cambridge - Waterloo,B,,osm,osm+pip,195837936,way
osm:way/198834232,,,Fortinos,open,1059 Plains Road East,Burlington,,,Ontario,L7T 4K1,CA,43.3265787,-79.8315448,America/Toronto,Supermarket,,,Fortinos,ON,Ontario,537,Hamilton,B,L7T,osm,osm+postcode_letter,198834232,way
osm:way/199259026,,https://www.realcanadiansuperstore.ca/store-locator/details/1579,Real Canadian Superstore,open,,,,,Alberta,,CA,52.2702805,-113.8171466,America/Edmonton,Hypermarket,,,Real Canadian Superstore,AB,Alberta,830,Red Deer,B,,osm,osm+pip,199259026,way
osm:way/200089381,,,No Frills,open,2187 Bloor Street West,Toronto,,,Ontario,,CA,43.6511594,-79.4748427,America/Toronto,Discount,,,No Frills,ON,Ontario,535,Toronto,B,,osm,osm+postcode_letter,200089381,way
