store_number,slug,url,location_name,status,address_line1,city,county,state,region,postal_code,country_code,latitude,longitude,time_zone,format,total_building_area_sqft,main_voice_phone_number,state_fips,county_fips,tract_fips,block_fips,cbsa_fips,csa_fips,coord_source,fips_source,county_name,cbsa_name,cbsa_metro,csa_name
179,,https://www.walmart.com/store/179-springfield-mo,Walmart Supercenter,open,3520 W Sunshine St,Springfield,,Missouri,MO,65807,US,37.1804,-93.3524,America/Chicago,Supercenter,,417-862-7447,29,29077,29077004201,290770042011000,44180,,ceo,census,Greene County,"Springfield, MO",TRUE,
3111,,https://www.walmart.com/store/3111-springfield-mo,Walmart Neighborhood Market,open,545 El Camino Alto Dr,Springfield,,Missouri,MO,65802,US,37.1340978,-93.29942183,America/Chicago,Neighborhood Market,,417-414-6621,29,29077,29077004108,290770041081001,44180,,override,census,Greene County,"Springfield, MO",TRUE,
3062,,https://www.walmart.com/store/3062-springfield-mo,Walmart Neighborhood Market,open,3536 W Mount Vernon St,Springfield,,Missouri,MO,65802,US,37.2034,-93.3511,America/Chicago,Neighborhood Market,,417-616-2669,29,29077,29077004305,290770043051000,44180,,ceo,census,Greene County,"Springfield, MO",TRUE,
444,,https://www.walmart.com/store/444-springfield-mo,Walmart Supercenter,open,3315 S Campbell Ave,Springfield,,Missouri,MO,65807,US,37.1535,-93.2985,America/Chicago,Supercenter,,417-887-0855,29,29077,29077001402,290770014023001,44180,,ceo,census,Greene County,"Springfield, MO",TRUE,
379,,https://www.walmart.com/store/379-ozark-mo,Walmart Supercenter,open,2004 W Marler Ln,Ozark,,Missouri,MO,65721,US,37.0012,-93.2279,America/Chicago,Supercenter,,417-581-2761,29,29043,29043020303,290430203033006,44180,,ceo,census,Christian County,"Springfield, MO",TRUE,
2839,,https://www.walmart.com/store/2839-springfield-mo,Walmart Neighborhood Market,open,444 W Grand St,Springfield,,Missouri,MO,65807,US,37.1966,-93.2965,America/Chicago,Neighborhood Market,,417-351-6679,29,29077,29077000400,290770004001000,44180,,ceo,census,Greene County,"Springfield, MO",TRUE,
2221,,https://www.walmart.com/store/2221-springfield-mo,Walmart Supercenter,open,2021 E Independence St,Springfield,,Missouri,MO,65804,US,37.1437,-93.2586,America/Chicago,Supercenter,,417-886-8209,29,29077,29077002700,290770027003010,44180,,ceo,nominatim+fcc,Greene County,"Springfield, MO",TRUE,
5693,,https://www.walmart.com/store/5693-springfield-mo,Walmart Neighborhood Market,open,1320 S Glenstone Ave,Springfield,,Missouri,MO,65804,US,37.1897,-93.2608,America/Chicago,Neighborhood Market,,417-520-0089,29,29077,29077005700,290770057001008,44180,,ceo,census,Greene County,"Springfield, MO",TRUE,
86,,https://www.walmart.com/store/86-springfield-mo,Walmart Supercenter,open,2825 N Kansas Expy,Springfield,,Missouri,MO,65803,US,37.2489,-93.3139,America/Chicago,Supercenter,,417-865-8865,29,29077,29077005600,290770056001004,44180,,ceo,census,Greene County,"Springfield, MO",TRUE,
3238,,https://www.walmart.com/store/3238-springfield-mo,Walmart Neighborhood Market,open,3720 East Sunshine Street,Springfield,,Missouri,MO,65809,US,37.1794,-93.2176,America/Chicago,Neighborhood Market,,417-576-9358,29,29077,29077003802,290770038022000,44180,,ceo,census,Greene County,"Springfield, MO",TRUE,
138,,https://www.walmart.com/store/138-springfield-mo,Walmart Supercenter,open,1923 E Kearney St,Springfield,,Missouri,MO,65803,US,37.2416,-93.2583,America/Chicago,Supercenter,,417-865-4545,29,29077,29077002200,290770022002004,44180,,ceo,census,Greene County,"Springfield, MO",TRUE,
56,,https://www.walmart.com/store/56-ava-mo,Walmart Supercenter,open,1309 Nw 12th Ave,Ava,,Missouri,MO,65608,US,36.9625,-92.6773,America/Chicago,Supercenter,,417-683-4194,29,29067,29067950500,290679505001030,,,ceo,fcc,,,,
88,,https://www.walmart.com/store/88-mountain-grove-mo,Walmart Supercenter,open,2100 N Main Ave,Mountain Grove,,Missouri,MO,65711,US,37.1495,-92.2626,America/Chicago,Supercenter,,417-926-5107,29,29229,29229490300,292294903001005,,,ceo,census,,,,
78,,https://www.walmart.com/store/78-marshfield-mo,Walmart Supercenter,open,14740 State Highway 38,Marshfield,,Missouri,MO,65706,US,37.3397,-92.9385,America/Chicago,Supercenter,,417-468-6116,29,29225,29225470102,292254701022017,44180,,ceo,census,Webster County,"Springfield, MO",TRUE,
834,,https://www.walmart.com/store/834-bethany-mo,Walmart Supercenter,open,810 S 37th St,Bethany,,Missouri,MO,64424,US,40.2577,-94.0435,America/Chicago,Supercenter,,660-425-4410,,,,,,,ceo,none,,,,
325,,https://www.walmart.com/store/325-richmond-mo,Walmart Supercenter,open,908 Walton Way,Richmond,,Missouri,MO,64085,US,39.2641,-93.9631,America/Chicago,Supercenter,,816-776-5834,29,29177,29177080202,291770802022004,28140,312,ceo,census,Ray County,"Kansas City, MO-KS",TRUE,"Kansas City-Overland Park-Kansas City, MO-KS"
326,,https://www.walmart.com/store/326-higginsville-mo,Walmart,open,1180 W 19th St,Higginsville,,Missouri,MO,64037,US,39.0779,-93.7366,America/Chicago,Discount,,660-584-7717,29,29107,29107090200,291070902005098,28140,312,ceo,nominatim+fcc,Lafayette County,"Kansas City, MO-KS",TRUE,"Kansas City-Overland Park-Kansas City, MO-KS"
61,,https://www.walmart.com/store/61-warrensburg-mo,Walmart Supercenter,open,301 E Cooper Blvd,Warrensburg,,Missouri,MO,64093,US,38.7803,-93.7355,America/Chicago,Supercenter,,660-747-1505,29,29101,29101960301,291019603012034,47660,312,ceo,census,Johnson County,"Warrensburg, MO",FALSE,"Kansas City-Overland Park-Kansas City, MO-KS"
46,,https://www.walmart.com/store/46-bolivar-mo,Walmart Supercenter,open,2451 S Springfield Ave,Bolivar,,Missouri,MO,65613,US,37.5951,-93.4027,America/Chicago,Supercenter,,417-326-8424,29,29167,29167960401,291679604013000,44180,,ceo,census,Polk County,"Springfield, MO",TRUE,
845,,https://www.walmart.com/store/845-buffalo-mo,Walmart,open,1250 W Dallas St,Buffalo,,Missouri,MO,65622,US,37.6391,-93.1062,America/Chicago,Discount,,417-345-6166,29,29059,29059480200,290594802003036,44180,,ceo,census,Dallas County,"Springfield, MO",TRUE,
820,,https://www.walmart.com/store/820-boonville-mo,Walmart Supercenter,open,2150 Main St,Boonville,,Missouri,MO,65233,US,38.9517,-92.7401,America/Chicago,Supercenter,,660-882-7422,29,29053,29053950400,290539504002031,17860,190,ceo,nominatim+fcc,Cooper County,"Columbia, MO",TRUE,"Columbia-Jefferson City-Moberly, MO"
80,,https://www.walmart.com/store/80-columbia-mo,Walmart Supercenter,open,3001 W Broadway,Columbia,,Missouri,MO,65203,US,38.957,-92.3825,America/Chicago,Supercenter,,573-445-9506,29,29019,29019001300,290190013002009,17860,190,ceo,census,Boone County,"Columbia, MO",TRUE,"Columbia-Jefferson City-Moberly, MO"
451,,https://www.walmart.com/store/451-columbia-mo,Walmart Supercenter,open,1201 Grindstone Pkwy,Columbia,,Missouri,MO,65201,US,38.913,-92.3243,America/Chicago,Supercenter,,573-449-0815,29,29019,29019001105,290190011051016,17860,190,ceo,census,Boone County,"Columbia, MO",TRUE,"Columbia-Jefferson City-Moberly, MO"
159,,https://www.walmart.com/store/159-columbia-mo,Walmart Supercenter,open,415 Conley Rd,Columbia,,Missouri,MO,65201,US,38.9549,-92.2966,America/Chicago,Supercenter,,573-499-4935,29,29019,29019001001,290190010012023,17860,190,ceo,census,Boone County,"Columbia, MO",TRUE,"Columbia-Jefferson City-Moberly, MO"
363,,https://www.walmart.com/store/363-marshall-mo,Walmart Supercenter,open,855 Cherokee Dr,Marshall,,Missouri,MO,65340,US,39.1126,-93.2138,America/Chicago,Supercenter,,660-886-6852,29,29195,29195090300,291950903003019,32180,,ceo,census,Saline County,"Marshall, MO",FALSE,
219,,https://www.walmart.com/store/219-sedalia-mo,Walmart Supercenter,open,3201 W Broadway Blvd,Sedalia,,Missouri,MO,65301,US,38.7088,-93.2699,America/Chicago,Supercenter,,660-826-7800,29,29159,29159480700,291594807002006,42740,,ceo,census,Pettis County,"Sedalia, MO",FALSE,
60,,https://www.walmart.com/store/60-troy-mo,Walmart Supercenter,open,101 Highway 47 E,Troy,,Missouri,MO,63379,US,38.9886,-90.9819,America/Chicago,Supercenter,,636-528-8901,29,29113,29113810306,291138103061053,41180,476,ceo,census,Lincoln County,"St. Louis, MO-IL",TRUE,"St. Louis-St. Charles-Farmington, MO-IL"
243,,https://www.walmart.com/store/243-wentzville-mo,Walmart Supercenter,open,1971 Wentzville Pkwy,Wentzville,,Missouri,MO,63385,US,38.8146,-90.8783,America/Chicago,Supercenter,,636-327-5155,29,29183,29183312194,291833121942022,41180,476,ceo,census,St. Charles County,"St. Louis, MO-IL",TRUE,"St. Louis-St. Charles-Farmington, MO-IL"
203,,https://www.walmart.com/store/203-brookfield-mo,Walmart Supercenter,open,937 Park Circle Dr,Brookfield,,Missouri,MO,64628,US,39.7678,-93.0727,America/Chicago,Supercenter,,660-258-7416,29,29115,29115490400,291154904001026,,,ceo,nominatim+fcc,,,,
135,,https://www.walmart.com/store/135-chillicothe-mo,Walmart Supercenter,open,1000 Graves St,Chillicothe,,Missouri,MO,64601,US,39.7765,-93.5564,America/Chicago,Supercenter,,660-646-6000,29,29117,29117480400,291174804003023,,,ceo,nominatim+fcc,,,,
783,,https://www.walmart.com/store/783-macon-mo,Walmart,open,705 E Briggs Dr,Macon,,Missouri,MO,63552,US,39.7539,-92.4639,America/Chicago,Discount,,660-385-5783,29,29121,29121960400,291219604003004,,,ceo,census,,,,
14,,https://www.walmart.com/store/14-lebanon-mo,Walmart Supercenter,open,1800 S Jefferson Ave,Lebanon,,Missouri,MO,65536,US,37.663,-92.6489,America/Chicago,Supercenter,,417-588-2268,,,,,,,ceo,none,,,,
89,,https://www.walmart.com/store/89-camdenton-mo,Walmart Supercenter,open,94 Cecil St,Camdenton,,Missouri,MO,65020,US,38.0256,-92.723,America/Chicago,Supercenter,,573-346-3588,29,29029,29029950401,290299504011064,,,ceo,census,,,,
20,,https://www.walmart.com/store/20-clinton-mo,Walmart Supercenter,open,1712 E Ohio St,Clinton,,Missouri,MO,64735,US,38.3627,-93.7506,America/Chicago,Supercenter,,660-885-5536,29,29083,29083950600,290839506005019,,,ceo,census,,,,
815,,https://www.walmart.com/store/815-osage-beach-mo,Walmart Supercenter,open,4252 Highway 54,Osage Beach,,Missouri,MO,65065,US,38.1498,-92.6159,America/Chicago,Supercenter,,573-348-6445,29,29029,29029950201,290299502011056,,,ceo,census,,,,
44,,https://www.walmart.com/store/44-eldon-mo,Walmart,open,1802 S Business 54,Eldon,,Missouri,MO,65026,US,38.3353,-92.5839,America/Chicago,Discount,,573-392-3114,29,29131,29131962901,291319629012036,,,ceo,fcc,,,,
357,,https://www.walmart.com/store/357-versailles-mo,Walmart Supercenter,open,1003 W Newton St,Versailles,,Missouri,MO,65084,US,38.4317,-92.8595,America/Chicago,Supercenter,,573-378-4668,29,29141,29141470300,291414703003012,,,ceo,census,,,,
21,,https://www.walmart.com/store/21-saint-robert-mo,Walmart Supercenter,open,185 Saint Robert Blvd,Saint Robert,,Missouri,MO,65584,US,37.8256,-92.1529,America/Chicago,Supercenter,,573-336-5103,29,29169,29169470288,291694702882010,22780,,ceo,census,Pulaski County,"Fort Leonard Wood, MO",FALSE,
109,,https://www.walmart.com/store/109-cameron-mo,Walmart Supercenter,open,2000 N Walnut St,Cameron,,Missouri,MO,64429,US,39.7592,-94.2342,America/Chicago,Supercenter,,816-632-9900,29,29063,29063080102,290630801022006,41140,312,ceo,census,DeKalb County,"St. Joseph, MO-KS",TRUE,"Kansas City-Overland Park-Kansas City, MO-KS"
9,,https://www.walmart.com/store/9-sikeston-mo,Walmart Supercenter,open,1303 S Main St,Sikeston,,Missouri,MO,63801,US,36.8585,-89.5838,America/Chicago,Supercenter,,573-472-3020,29,29201,29201781300,292017813001025,43460,164,ceo,census,Scott County,"Sikeston, MO",FALSE,"Cape Girardeau-Sikeston, MO-IL"
1021,,https://www.walmart.com/store/1021-warrenton-mo,Walmart Supercenter,open,500 Warren County Ctr,Warrenton,,Missouri,MO,63383,US,38.8234,-91.1426,America/Chicago,Supercenter,,636-456-4600,29,29219,29219820104,292198201043069,41180,476,ceo,fcc,Warren County,"St. Louis, MO-IL",TRUE,"St. Louis-St. Charles-Farmington, MO-IL"
250,,https://www.walmart.com/store/250-warsaw-mo,Walmart Supercenter,open,103 W Polk St,Warsaw,,Missouri,MO,65355,US,38.2618,-93.3714,America/Chicago,Supercenter,,660-438-7394,29,29015,29015460300,290154603001021,,,ceo,nominatim+fcc,,,,
51,,https://www.walmart.com/store/51-fulton-mo,Walmart Supercenter,open,1701 N Bluff St,Fulton,,Missouri,MO,65251,US,38.8641,-91.9458,America/Chicago,Supercenter,,573-642-6877,29,29027,29027070301,290270703011023,27620,190,ceo,census,Callaway County,"Jefferson City, MO",TRUE,"Columbia-Jefferson City-Moberly, MO"
25,,https://www.walmart.com/store/25-mexico-mo,Walmart Supercenter,open,4820 S Clark St,Mexico,,Missouri,MO,65265,US,39.1206,-91.8906,America/Chicago,Supercenter,,573-581-4500,29,29007,29007950200,290079502005048,33020,190,ceo,census,Audrain County,"Mexico, MO",FALSE,"Columbia-Jefferson City-Moberly, MO"
29,,https://www.walmart.com/store/29-jefferson-city-mo,Walmart Supercenter,open,724 Stadium West Blvd,Jefferson City,,Missouri,MO,65109,US,38.5806,-92.2171,America/Chicago,Supercenter,,573-635-8283,29,29051,29051010701,290510107013005,27620,190,ceo,census,Cole County,"Jefferson City, MO",TRUE,"Columbia-Jefferson City-Moberly, MO"
5477,,https://www.walmart.com/store/5477-jefferson-city-mo,Walmart Supercenter,open,401 Supercenter Dr,Jefferson City,,Missouri,MO,65101,US,38.5411,-92.1187,America/Chicago,Supercenter,,573-635-3535,29,29051,29051010402,290510104021014,27620,190,ceo,census,Cole County,"Jefferson City, MO",TRUE,"Columbia-Jefferson City-Moberly, MO"
40,,https://www.walmart.com/store/40-moberly-mo,Walmart Supercenter,open,1301 E Highway 24,Moberly,,Missouri,MO,65270,US,39.4473,-92.42,America/Chicago,Supercenter,,660-263-3113,29,29175,29175490100,291754901002034,33620,190,ceo,census,Randolph County,"Moberly, MO",FALSE,"Columbia-Jefferson City-Moberly, MO"
895,,https://www.walmart.com/store/895-cuba-mo,Walmart,open,100 Ozark Dr,Cuba,,Missouri,MO,65453,US,38.0732,-91.402,America/Chicago,Discount,,573-885-2501,29,29055,29055450302,290554503024037,,,ceo,census,,,,
65,,https://www.walmart.com/store/65-sullivan-mo,Walmart Supercenter,open,350 Park Ridge Rd,Sullivan,,Missouri,MO,63080,US,38.2209,-91.1581,America/Chicago,Supercenter,,573-468-7030,29,29071,29071801101,290718011013035,41180,476,ceo,census,Franklin County,"St. Louis, MO-IL",TRUE,"St. Louis-St. Charles-Farmington, MO-IL"
354,,https://www.walmart.com/store/354-owensville-mo,Walmart Supercenter,open,1888 Highway 28,Owensville,,Missouri,MO,65066,US,38.3573,-91.4783,America/Chicago,Supercenter,,573-437-4156,29,29073,29073960500,290739605001038,,,ceo,census,,,,
101,,https://www.walmart.com/store/101-rolla-mo,Walmart Supercenter,open,500 S Bishop Ave,Rolla,,Missouri,MO,65401,US,37.9376,-91.7791,America/Chicago,Supercenter,,573-341-9145,29,29161,29161890800,291618908004038,40620,,ceo,census,Phelps County,"Rolla, MO",FALSE,
27,,https://www.walmart.com/store/27-salem-mo,Walmart Supercenter,open,1101 W Highway 32,Salem,,Missouri,MO,65560,US,37.6364,-91.5663,America/Chicago,Supercenter,,573-729-6151,29,29065,29065960300,290659603003030,,,ceo,census,,,,
95,,https://www.walmart.com/store/95-desloge-mo,Walmart Supercenter,open,407 N State St,Desloge,,Missouri,MO,63601,US,37.8837,-90.5135,America/Chicago,Supercenter,,573-431-5094,29,29187,29187951102,291879511023016,22100,476,ceo,census,St. Francois County,"Farmington, MO",FALSE,"St. Louis-St. Charles-Farmington, MO-IL"
173,,https://www.walmart.com/store/173-potosi-mo,Walmart Supercenter,open,1 Memorial Dr,Potosi,,Missouri,MO,63664,US,37.9238,-90.7716,America/Chicago,Supercenter,,573-438-5441,29,29221,29221460400,292214604003004,,,ceo,census,,,,
337,,https://www.walmart.com/store/337-fredericktown-mo,Walmart Supercenter,open,1025 Walton Dr,Fredericktown,,Missouri,MO,63645,US,37.5589,-90.3197,America/Chicago,Supercenter,,573-783-5581,29,29123,29123960201,291239602012030,,,ceo,nominatim+fcc,,,,
30,,https://www.walmart.com/store/30-dexter-mo,Walmart Supercenter,open,2025 W Business Us Highway 60,Dexter,,Missouri,MO,63841,US,36.8034,-89.9929,America/Chicago,Supercenter,,573-624-5514,29,29207,29207470500,292074705001011,,,ceo,census,,,,
453,,https://www.walmart.com/store/453-malden-mo,Walmart,open,1007 N Douglass St,Malden,,Missouri,MO,63863,US,36.5704,-89.9724,America/Chicago,Discount,,573-276-5735,29,29069,29069360200,290693602001020,28380,,ceo,census,Dunklin County,"Kennett, MO",FALSE,
19,,https://www.walmart.com/store/19-poplar-bluff-mo,Walmart Supercenter,open,333 S Westwood Blvd,Poplar Bluff,,Missouri,MO,63901,US,36.7554,-90.4084,America/Chicago,Supercenter,,573-686-6420,29,29023,29023950302,290239503023023,38740,,ceo,census,Butler County,"Poplar Bluff, MO",FALSE,
7127,,https://www.walmart.com/store/7127-poplar-bluff-mo,Walmart Neighborhood Market,open,3001 Oak Grove Road,Poplar Bluff,,Missouri,MO,63901,US,36.7902,-90.44,America/Chicago,Neighborhood Market,,573-772-7164,29,29023,29023950301,290239503012057,38740,,ceo,census,Butler County,"Poplar Bluff, MO",FALSE,
166,,https://www.walmart.com/store/166-houston-mo,Walmart Supercenter,open,1433 S Sam Houston Blvd,Houston,,Missouri,MO,65483,US,37.3132,-91.9603,America/Chicago,Supercenter,,417-967-3302,29,29215,29215480301,292154803013020,,,ceo,census,,,,
871,,https://www.walmart.com/store/871-mountain-view-mo,Walmart,open,101 W Us Highway 60,Mountain View,,Missouri,MO,65548,US,37.0026,-91.7063,America/Chicago,Discount,,417-934-6000,29,29091,29091090200,290910902002008,48460,,ceo,fcc,Howell County,"West Plains, MO",FALSE,
28,,https://www.walmart.com/store/28-miami-ok,Walmart Supercenter,open,2415 N Main St,Miami,,Oklahoma,OK,74354,US,36.9045,-94.8804,America/Chicago,Supercenter,,918-542-6654,40,40115,40115574300,401155743001018,33060,309,ceo,census,Ottawa County,"Miami, OK",FALSE,"Joplin-Miami, MO-OK-KS"
189,,https://www.walmart.com/store/189-kirksville-mo,Walmart Supercenter,open,2206 N Baltimore St,Kirksville,,Missouri,MO,63501,US,40.2166,-92.5794,America/Chicago,Supercenter,,660-627-7100,29,29001,29001950400,290019504001013,28860,,ceo,census,Adair County,"Kirksville, MO",FALSE,
801,,https://www.walmart.com/store/801-maryville-mo,Walmart Supercenter,open,1605 S Main St,Maryville,,Missouri,MO,64468,US,40.3299,-94.8702,America/Chicago,Supercenter,,660-562-2994,29,29147,29147470400,291474704002081,32340,,ceo,census,Nodaway County,"Maryville, MO",FALSE,
15,,https://www.walmart.com/store/15-west-plains-mo,Walmart Supercenter,open,1310 Preacher Roe Blvd,West Plains,,Missouri,MO,65775,US,36.7145,-91.8737,America/Chicago,Supercenter,,417-257-2800,29,29091,29091090700,290910907001013,48460,,ceo,census,Howell County,"West Plains, MO",FALSE,
4619,,https://www.walmart.com/store/4619-tupelo-ms,Walmart Neighborhood Market,open,316 S Gloster St,Tupelo,,Mississippi,MS,38801,US,34.2547,-88.7146,America/Chicago,Neighborhood Market,,662-350-6921,28,28081,28081950602,280819506023031,46180,539,ceo,census,Lee County,"Tupelo, MS",FALSE,"Tupelo-Corinth, MS"
391,,https://www.walmart.com/store/391-tupelo-ms,Walmart Supercenter,open,2270 W Main St,Tupelo,,Mississippi,MS,38801,US,34.2579,-88.741,America/Chicago,Supercenter,,662-844-4011,28,28081,28081950602,280819506022002,46180,539,ceo,census,Lee County,"Tupelo, MS",FALSE,"Tupelo-Corinth, MS"
258,,https://www.walmart.com/store/258-tupelo-ms,Walmart Supercenter,open,3929 N Gloster St,Tupelo,,Mississippi,MS,38804,US,34.3088,-88.7099,America/Chicago,Supercenter,,662-840-8401,28,28081,28081950204,280819502043035,46180,539,ceo,census,Lee County,"Tupelo, MS",FALSE,"Tupelo-Corinth, MS"
115,,https://www.walmart.com/store/115-west-point-ms,Walmart Supercenter,open,5509 Highway 45 Alt S,West Point,,Mississippi,MS,39773,US,33.586,-88.6592,America/Chicago,Supercenter,,662-494-1551,28,28025,28025950500,280259505002021,,,ceo,fcc,,,,
411,,https://www.walmart.com/store/411-houston-ms,Walmart,open,660 E Madison St,Houston,,Mississippi,MS,38851,US,33.8949,-88.9893,America/Chicago,Discount,,662-456-5711,28,28017,28017950300,280179503003028,,,ceo,census,,,,
495,,https://www.walmart.com/store/495-columbus-ms,Walmart Supercenter,open,1913 Highway 45 N,Columbus,,Mississippi,MS,39705,US,33.5189,-88.4383,America/Chicago,Supercenter,,662-329-4810,28,28087,28087000901,280870009011017,18060,523,ceo,census,Lowndes County,"Columbus, MS",FALSE,"Starkville-Columbus, MS"
1468,,https://www.walmart.com/store/1468-batesville-ms,Walmart Supercenter,open,205 House Carlson Dr,Batesville,,Mississippi,MS,38606,US,34.3077,-89.9164,America/Chicago,Supercenter,,662-563-3100,28,28107,28107950400,281079504002014,,,ceo,census,,,,
