store_number,slug,url,location_name,status,address_line1,city,county,state,region,postal_code,country_code,latitude,longitude,time_zone,format,total_building_area_sqft,main_voice_phone_number,state_fips,county_fips,tract_fips,block_fips,cbsa_fips,csa_fips,county_name,cbsa_name,cbsa_metro,csa_name
1889,chicago-south-loop,https://www.target.com/sl/chicago-south-loop/1889,Chicago South Loop,Open,1154 S Clark St,Chicago,Cook,Illinois,IL,60605-2159,US,41.867718,-87.630707,America/Chicago,Pfresh,178665,312-212-6300,17,17031,17031839000,170318390002000,16980,176,Cook County,"Chicago-Naperville-Elgin, IL-IN",TRUE,"Chicago-Naperville, IL-IN-WI"
1890,prince-georges-plaza,https://www.target.com/sl/prince-georges-plaza/1890,Prince Georges Plaza,Open,3500 East West Hwy Ste 1200,Hyattsville,Prince George's,Maryland,MD,20782-5003,US,38.968075,-76.955453,America/New_York,Pfresh,141831,301-955-0005,24,24033,24033805908,240338059081010,47900,548,Prince George's County,"Washington-Arlington-Alexandria, DC-VA-MD-WV",TRUE,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
1891,conway,https://www.target.com/sl/conway/1891,Conway,Open,501 Elsinger Blvd,Conway,Faulkner,Arkansas,AR,72032-4717,US,35.086431,-92.414034,America/Chicago,Pfresh,123835,501-328-5739,05,05045,05045030404,050450304041011,30780,340,Faulkner County,"Little Rock-North Little Rock-Conway, AR",TRUE,"Little Rock-North Little Rock, AR"
1892,raleigh-north-hills,https://www.target.com/sl/raleigh-north-hills/1892,Raleigh North Hills,Open,4191 The Circle at North Hills St,Raleigh,Wake,North Carolina,NC,27609-5712,US,35.836291,-78.642612,America/New_York,Pfresh,133668,919-781-9848,37,37183,37183052601,371830526012012,39580,450,Wake County,"Raleigh-Cary, NC",TRUE,"Raleigh-Durham-Cary, NC"
1893,skyline,https://www.target.com/sl/skyline/1893,Skyline,Open,5115 Leesburg Pike,Falls Church,Fairfax,Virginia,VA,22041-3207,US,38.844672,-77.118418,America/New_York,Pfresh,171955,703-253-0021,51,51059,51059452801,510594528012000,47900,548,Fairfax County,"Washington-Arlington-Alexandria, DC-VA-MD-WV",TRUE,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
1894,cypress,https://www.target.com/sl/cypress/1894,Cypress,Open,25901 Highway 290,Cypress,Harris,Texas,TX,77429-1099,US,29.96986,-95.6962,America/Chicago,Pfresh,124656,281-256-8116,48,48201,48201543007,482015430073019,26420,288,Harris County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
1895,west-milwaukee,https://www.target.com/sl/west-milwaukee/1895,West Milwaukee,Open,1501 Miller Park Way,West Milwaukee,Milwaukee,Wisconsin,WI,53214-3654,US,43.014838,-87.969611,America/Chicago,Pfresh,124927,414-203-0106,55,55079,55079110100,550791101002000,33340,376,Milwaukee County,"Milwaukee-Waukesha, WI",TRUE,"Milwaukee-Racine-Waukesha, WI"
1896,south-elgin,https://www.target.com/sl/south-elgin/1896,South Elgin,Open,530 Randall Rd,South Elgin,Kane,Illinois,IL,60177-3315,US,41.975733,-88.343173,America/Chicago,SuperTarget,174475,847-697-1017,17,17089,17089852101,170898521014005,16980,176,Kane County,"Chicago-Naperville-Elgin, IL-IN",TRUE,"Chicago-Naperville, IL-IN-WI"
1897,forestville,https://www.target.com/sl/forestville/1897,Forestville,Open,3101 Donnell Dr,District Heights,Prince George's,Maryland,MD,20747-3204,US,38.848636,-76.886439,America/New_York,Pfresh,124824,301-778-1651,24,24033,24033802103,240338021032014,47900,548,Prince George's County,"Washington-Arlington-Alexandria, DC-VA-MD-WV",TRUE,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
1898,boston-south-bay,https://www.target.com/sl/boston-south-bay/1898,Boston South Bay,Open,7 Allstate Rd,Dorchester,Suffolk,Massachusetts,MA,02125-1663,US,42.328872,-71.062845,America/New_York,Pfresh,147225,617-602-1921,25,25025,25025090700,250250907004006,14460,148,Suffolk County,"Boston-Cambridge-Newton, MA-NH",TRUE,"Boston-Worcester-Providence, MA-RI-NH"
1901,west-des-moines-sw,https://www.target.com/sl/west-des-moines-sw/1901,West Des Moines SW,Open,5405 Mills Civic Pkwy,West Des Moines,Polk,Iowa,IA,50266-5303,US,41.561322,-93.779833,America/Chicago,SuperTarget,174177,515-223-0262,19,19153,19153011026,191530110264000,19780,218,Polk County,"Des Moines-West Des Moines, IA",TRUE,"Des Moines-West Des Moines-Ames, IA"
1902,south-bend,https://www.target.com/sl/south-bend/1902,South Bend,Open,1400 E Ireland Rd,South Bend,St. Joseph,Indiana,IN,46614-3452,US,41.62764,-86.229348,America/New_York,Gen Merch,123763,574-299-1402,18,18141,18141011803,181410118032005,43780,515,St. Joseph County,"South Bend-Mishawaka, IN-MI",TRUE,"South Bend-Elkhart-Mishawaka, IN-MI"
1903,warrenville,https://www.target.com/sl/warrenville/1903,Warrenville,Open,28201 Diehl Rd,Warrenville,DuPage,Illinois,IL,60555-3934,US,41.800457,-88.170151,America/Chicago,SuperTarget,174425,630-657-5555,17,17043,17043846405,170438464052020,16980,176,DuPage County,"Chicago-Naperville-Elgin, IL-IN",TRUE,"Chicago-Naperville, IL-IN-WI"
1904,houston-tomball-north,https://www.target.com/sl/houston-tomball-north/1904,Houston Tomball North,Open,14302 FM 2920 Rd,Tomball,Harris,Texas,TX,77377-5504,US,30.091615,-95.639736,America/Chicago,Pfresh,123697,281-255-6820,48,48201,48201555501,482015555012011,26420,288,Harris County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
1905,south-mountain,https://www.target.com/sl/south-mountain/1905,South Mountain,Open,2140 E Baseline Rd,Phoenix,Maricopa,Arizona,AZ,85042-6910,US,33.379333,-112.03501,America/Phoenix,Pfresh,124734,602-281-1119,04,04013,04013116300,040131163003016,38060,429,Maricopa County,"Phoenix-Mesa-Chandler, AZ",TRUE,"Phoenix-Mesa, AZ"
1906,hanford,https://www.target.com/sl/hanford/1906,Hanford,Open,140 N 12th Ave,Hanford,Kings,California,CA,93230-5971,US,36.324119,-119.675808,America/Los_Angeles,Pfresh,123859,559-582-9298,06,06031,06031001001,060310010013031,25260,260,Kings County,"Hanford-Corcoran, CA",TRUE,"Fresno-Hanford-Corcoran, CA"
1907,collierville,https://www.target.com/sl/collierville/1907,Collierville,Open,325 New Byhalia Rd,Collierville,Shelby,Tennessee,TN,38017-3705,US,35.05064,-89.6904,America/Chicago,Pfresh,125947,901-860-0000,47,47157,47157021530,471570215301013,32820,368,Shelby County,"Memphis, TN-MS-AR",TRUE,"Memphis-Clarksdale-Forrest City, TN-MS-AR"
1908,katy-cinco-ranch,https://www.target.com/sl/katy-cinco-ranch/1908,Katy Cinco Ranch,Open,23710 Westheimer Pkwy,Katy,Fort Bend,Texas,TX,77494-3605,US,29.735751,-95.775786,America/Chicago,SuperTarget,174266,281-392-8331,48,48157,48157673106,481576731062004,26420,288,Fort Bend County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
1910,savannah,https://www.target.com/sl/savannah/1910,Savannah,Open,14065 Abercorn St,Savannah,Chatham,Georgia,GA,31419-1964,US,31.984042,-81.175146,America/New_York,Pfresh,127213,912-925-2667,13,13051,13051010901,130510109012010,42340,496,Chatham County,"Savannah, GA",TRUE,"Savannah-Hinesville-Statesboro, GA"
1911,columbus,https://www.target.com/sl/columbus/1911,Columbus,Open,1865 N National Rd,Columbus,Bartholomew,Indiana,IN,47201-5194,US,39.219441,-85.885239,America/New_York,Pfresh,124758,812-376-0450,18,18005,18005010500,180050105004028,18020,294,Bartholomew County,"Columbus, IN",TRUE,"Indianapolis-Carmel-Muncie, IN"
1912,mundelein,https://www.target.com/sl/mundelein/1912,Mundelein,Open,3100 W IL Route 60,Mundelein,Lake,Illinois,IL,60060-4267,US,42.28388,-88.0447,America/Chicago,SuperTarget,175907,847-367-2650,17,17097,17097864110,170978641102066,16980,176,Lake County,"Chicago-Naperville-Elgin, IL-IN",TRUE,"Chicago-Naperville, IL-IN-WI"
1913,munster,https://www.target.com/sl/munster/1913,Munster,Open,8005 Calumet Ave,Munster,Lake,Indiana,IN,46321-1217,US,41.567114,-87.507284,America/Chicago,Pfresh,125550,219-836-2489,18,18089,18089040401,180890404014001,16980,176,Lake County,"Chicago-Naperville-Elgin, IL-IN",TRUE,"Chicago-Naperville, IL-IN-WI"
1914,osage-beach,https://www.target.com/sl/osage-beach/1914,Osage Beach,Open,919 Highway D,Osage Beach,Miller,Missouri,MO,65065-3169,US,38.161805,-92.604264,America/Chicago,Pfresh,123759,573-302-7969,29,29029,29029950201,290299502011002,,,,,,
1915,latham,https://www.target.com/sl/latham/1915,Latham,Open,675 Troy Schenectady Rd,Latham,Albany,New York,NY,12110-2459,US,42.756495,-73.771077,America/New_York,Pfresh,124925,518-782-0348,36,36001,36001013511,360010135112012,10580,104,Albany County,"Albany-Schenectady-Troy, NY",TRUE,"Albany-Schenectady, NY"
1916,north-haven,https://www.target.com/sl/north-haven/1916,North Haven,Open,200 Universal Dr N,North Haven,New Haven,Connecticut,CT,06473-3156,US,41.350949,-72.871673,America/New_York,Pfresh,125161,203-859-3490,09,09009,09009167201,090091672012011,,,,,,
1917,mount-laurel,https://www.target.com/sl/mount-laurel/1917,Mount Laurel,Open,4 Centerton Rd,Mount Laurel,Burlington,New Jersey,NJ,08054-6102,US,39.968399,-74.914433,America/New_York,Pfresh,142272,856-533-1197,34,34005,34005702914,340057029142017,37980,428,Burlington County,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",TRUE,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
1918,kissimmee-west,https://www.target.com/sl/kissimmee-west/1918,Kissimmee West,Open,4795 W Irlo Bronson Memorial Hwy,Kissimmee,Osceola,Florida,FL,34746-5332,US,28.331561,-81.471396,America/New_York,Pfresh,174150,407-594-0029,12,12097,12097040904,120970409041003,36740,422,Osceola County,"Orlando-Kissimmee-Sanford, FL",TRUE,"Orlando-Lakeland-Deltona, FL"
1919,jonesboro,https://www.target.com/sl/jonesboro/1919,Jonesboro,Open,3000 E Highland Dr,Jonesboro,Craighead,Arkansas,AR,72401-6321,US,35.822936,-90.666448,America/Chicago,Pfresh,126723,870-934-9661,05,05031,05031000502,050310005023025,27860,308,Craighead County,"Jonesboro, AR",TRUE,"Jonesboro-Paragould, AR"
1920,flowood,https://www.target.com/sl/flowood/1920,Flowood,Open,170 Promenade Blvd,Flowood,Rankin,Mississippi,MS,39232-8017,US,32.343338,-90.060623,America/Chicago,Pfresh,123787,601-919-1415,28,28121,28121020215,281210202152014,27140,298,Rankin County,"Jackson, MS",TRUE,"Jackson-Vicksburg-Brookhaven, MS"
1921,jacksonville-east,https://www.target.com/sl/jacksonville-east/1921,Jacksonville East,Open,13740 Beach Blvd,Jacksonville,Duval,Florida,FL,32224-1208,US,30.285361,-81.456998,America/New_York,SuperTarget,174009,904-248-4363,12,12031,12031014421,120310144213014,27260,300,Duval County,"Jacksonville, FL",TRUE,"Jacksonville-Kingsland-Palatka, FL-GA"
1922,burleson,https://www.target.com/sl/burleson/1922,Burleson,Open,200 NW John Jones Dr,Burleson,Johnson,Texas,TX,76028-5615,US,32.523504,-97.349245,America/Chicago,Pfresh,123715,817-302-0058,48,48251,48251130215,482511302152042,19100,206,Johnson County,"Dallas-Fort Worth-Arlington, TX",TRUE,"Dallas-Fort Worth, TX-OK"
1923,columbia-garners-ferry,https://www.target.com/sl/columbia-garners-ferry/1923,Columbia Garners Ferry,Open,6090A Garners Ferry Rd,Columbia,Richland,South Carolina,SC,29209-0600,US,33.981616,-80.968332,America/New_York,Pfresh,123746,803-647-0168,,,,,,,,,,
1924,chicago-brickyard,https://www.target.com/sl/chicago-brickyard/1924,Chicago Brickyard,Open,6525 W Diversey Ave,Chicago,Cook,Illinois,IL,60707-2312,US,41.930371,-87.78927,America/Chicago,Pfresh,139917,773-804-3610,17,17031,17031831500,170318315001036,16980,176,Cook County,"Chicago-Naperville-Elgin, IL-IN",TRUE,"Chicago-Naperville, IL-IN-WI"
1925,oak-creek,https://www.target.com/sl/oak-creek/1925,Oak Creek,Open,8989 S Howell Ave,Oak Creek,Milwaukee,Wisconsin,WI,53154-3803,US,42.882766,-87.915653,America/Chicago,Pfresh,124215,414-216-0001,55,55079,55079160205,550791602051001,33340,376,Milwaukee County,"Milwaukee-Waukesha, WI",TRUE,"Milwaukee-Racine-Waukesha, WI"
1926,albany,https://www.target.com/sl/albany/1926,Albany,Open,1057 Eastshore Hwy,Albany,Alameda,California,CA,94710-1011,US,37.8832,-122.307,America/Los_Angeles,Pfresh,167285,510-982-0512,06,06001,06001420402,060014204021005,41860,488,Alameda County,"San Francisco-Oakland-Fremont, CA",TRUE,"San Jose-San Francisco-Oakland, CA"
1927,san-jose-oakridge,https://www.target.com/sl/san-jose-oakridge/1927,San Jose Oakridge,Open,879 Blossom Hill Rd,San Jose,Santa Clara,California,CA,95123-1213,US,37.252092,-121.860045,America/Los_Angeles,Pfresh,166839,408-513-3002,06,06085,06085512027,060855120271008,41940,488,Santa Clara County,"San Jose-Sunnyvale-Santa Clara, CA",TRUE,"San Jose-San Francisco-Oakland, CA"
1928,westminster,https://www.target.com/sl/westminster/1928,Westminster,Open,10445 Reed St,Westminster,Jefferson,Colorado,CO,80021-6063,US,39.886453,-105.078379,America/Denver,SuperTarget,175056,303-410-8310,08,08059,08059009827,080590098271001,19740,216,Jefferson County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
1929,south-plainfield,https://www.target.com/sl/south-plainfield/1929,South Plainfield,Open,5000 Hadley Center Dr,South Plainfield,Middlesex,New Jersey,NJ,07080-1135,US,40.548825,-74.426464,America/New_York,Pfresh,142287,908-444-2023,34,34023,34023001004,340230010042000,35620,408,Middlesex County,"New York-Newark-Jersey City, NY-NJ",TRUE,"New York-Newark, NY-NJ-CT-PA"
1930,plainville,https://www.target.com/sl/plainville/1930,Plainville,Open,91 Taunton St,Plainville,Norfolk,Massachusetts,MA,02762-1207,US,42.033714,-71.310581,America/New_York,Pfresh,142824,508-643-5008,25,25021,25021440101,250214401013011,14460,148,Norfolk County,"Boston-Cambridge-Newton, MA-NH",TRUE,"Boston-Worcester-Providence, MA-RI-NH"
1931,forest-hill,https://www.target.com/sl/forest-hill/1931,Forest Hill,Open,7107 Forest Hill Ave,Richmond,Richmond City,Virginia,VA,23225-1501,US,37.535149,-77.52764,America/New_York,Pfresh,128210,804-330-7365,51,51760,51760070400,517600704002031,40060,,Richmond city,"Richmond, VA",TRUE,
1932,apex,https://www.target.com/sl/apex/1932,Apex,Open,1201 Beaver Creek Commons Dr,Apex,Wake,North Carolina,NC,27502-3922,US,35.744923,-78.877201,America/New_York,SuperTarget,174183,919-372-1405,37,37183,37183053415,371830534153024,39580,450,Wake County,"Raleigh-Cary, NC",TRUE,"Raleigh-Durham-Cary, NC"
1933,ft-wayne-ne,https://www.target.com/sl/ft-wayne-ne/1933,Ft Wayne NE,Open,6119 Stellhorn Rd,Fort Wayne,Allen,Indiana,IN,46815-5357,US,41.12216,-85.064,America/New_York,Pfresh,125560,260-485-8640,18,18003,18003010803,180030108032000,23060,258,Allen County,"Fort Wayne, IN",TRUE,"Fort Wayne-Huntington-Auburn, IN"
1934,viera,https://www.target.com/sl/viera/1934,Viera,Open,8455 N Wickham Rd,Melbourne,Brevard,Florida,FL,32940-6607,US,28.228007,-80.720324,America/New_York,SuperTarget,174156,321-242-9631,12,12009,12009071353,120090713531001,37340,,Brevard County,"Palm Bay-Melbourne-Titusville, FL",TRUE,
1935,royal-palm-beach,https://www.target.com/sl/royal-palm-beach/1935,Royal Palm Beach,Open,10155 Okeechobee Blvd,West Palm Beach,Palm Beach,Florida,FL,33411-1404,US,26.710874,-80.202491,America/New_York,SuperTarget,174288,561-204-2349,12,12099,12099007837,120990078371007,33100,370,Palm Beach County,"Miami-Fort Lauderdale-West Palm Beach, FL",TRUE,"Miami-Port St. Lucie-Fort Lauderdale, FL"
1936,santa-ana-nw,https://www.target.com/sl/santa-ana-nw/1936,Santa Ana NW,Open,1441 W 17th St,Santa Ana,Orange,California,CA,92706-3301,US,33.761461,-117.887485,America/Los_Angeles,Gen Merch,123306,714-481-0030,06,06059,06059075302,060590753022013,31080,348,Orange County,"Los Angeles-Long Beach-Anaheim, CA",TRUE,"Los Angeles-Long Beach, CA"
1937,greer,https://www.target.com/sl/greer/1937,Greer,Open,6025 Wade Hampton Blvd,Taylors,Greenville,South Carolina,SC,29687-5334,US,34.93744,-82.279302,America/New_York,Pfresh,123786,864-801-8128,45,45045,45045002611,450450026113022,24860,273,Greenville County,"Greenville-Anderson-Greer, SC",TRUE,"Greenville-Spartanburg-Anderson, SC"
1938,glen-burnie-north,https://www.target.com/sl/glen-burnie-north/1938,Glen Burnie North,Open,6717 Ritchie Hwy,Glen Burnie,Anne Arundel,Maryland,MD,21061-2318,US,39.189988,-76.610587,America/New_York,Pfresh,123764,410-487-0038,24,24003,24003751102,240037511022019,12580,548,Anne Arundel County,"Baltimore-Columbia-Towson, MD",TRUE,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
1939,altoona,https://www.target.com/sl/altoona/1939,Altoona,Open,3414 8th St SW,Altoona,Polk,Iowa,IA,50009-1024,US,41.641903,-93.504625,America/Chicago,Pfresh,124035,515-967-9343,19,19153,19153010602,191530106022025,19780,218,Polk County,"Des Moines-West Des Moines, IA",TRUE,"Des Moines-West Des Moines-Ames, IA"
1940,sugarcreek-township,https://www.target.com/sl/sugarcreek-township/1940,Sugarcreek Township,Open,4341 Feedwire Rd,Dayton,Greene,Ohio,OH,45440-3970,US,39.65901,-84.1045,America/New_York,Pfresh,125526,937-439-9301,39,39057,39057220201,390572202011007,19430,212,Greene County,"Dayton-Kettering-Beavercreek, OH",TRUE,"Dayton-Springfield-Kettering, OH"
1941,palm-beach-gardens,https://www.target.com/sl/palm-beach-gardens/1941,Lake Park/Palm Beach Gardens,Open,500 N Congress Ave,Lake Park,Palm Beach,Florida,FL,33403-3802,US,26.80586,-80.0829,America/New_York,Pfresh,126639,561-352-2098,12,12099,12099001301,120990013013015,33100,370,Palm Beach County,"Miami-Fort Lauderdale-West Palm Beach, FL",TRUE,"Miami-Port St. Lucie-Fort Lauderdale, FL"
1942,revere,https://www.target.com/sl/revere/1942,Revere,Open,36 Furlong Dr,Revere,Suffolk,Massachusetts,MA,02151-4006,US,42.39976,-71.000326,America/New_York,Pfresh,124030,781-922-6030,25,25025,25025981502,250259815021006,14460,148,Suffolk County,"Boston-Cambridge-Newton, MA-NH",TRUE,"Boston-Worcester-Providence, MA-RI-NH"
1943,wichita-maple,https://www.target.com/sl/wichita-maple/1943,Wichita Maple,Open,7575 Maple St,Wichita,Sedgwick,Kansas,KS,67209-2013,US,37.67822,-97.4311,America/Chicago,Pfresh,125684,316-729-5348,20,20173,20173009200,201730092001021,48620,556,Sedgwick County,"Wichita, KS",TRUE,"Wichita-Arkansas City-Winfield, KS"
1944,wichita-ne,https://www.target.com/sl/wichita-ne/1944,Wichita NE,Open,10800 E 21st St N,Wichita,Sedgwick,Kansas,KS,67206-3542,US,37.724216,-97.211489,America/Chicago,SuperTarget,174861,316-636-4206,20,20173,20173010115,201730101153007,48620,556,Sedgwick County,"Wichita, KS",TRUE,"Wichita-Arkansas City-Winfield, KS"
1945,wichita-nw,https://www.target.com/sl/wichita-nw/1945,Wichita NW,Open,2727 N Maize Rd,Wichita,Sedgwick,Kansas,KS,67205-7311,US,37.732947,-97.464818,America/Chicago,SuperTarget,175577,316-721-4289,20,20173,20173009515,201730095153001,48620,556,Sedgwick County,"Wichita, KS",TRUE,"Wichita-Arkansas City-Winfield, KS"
1946,fairfield-township,https://www.target.com/sl/fairfield-township/1946,Fairfield Township,Open,3369 Princeton Rd,Hamilton,Butler,Ohio,OH,45011-5389,US,39.387484,-84.50417,America/New_York,Pfresh,124268,513-714-0016,39,39017,39017011004,390170110042000,17140,178,Butler County,"Cincinnati, OH-KY-IN",TRUE,"Cincinnati-Wilmington, OH-KY-IN"
1947,federal-way,https://www.target.com/sl/federal-way/1947,Federal Way,Open,2201 S Commons,Federal Way,King,Washington,WA,98003-6023,US,47.313592,-122.305539,America/Los_Angeles,Pfresh,124213,253-733-7520,53,53033,53033030313,530330303131002,42660,500,King County,"Seattle-Tacoma-Bellevue, WA",TRUE,"Seattle-Tacoma, WA"
1948,medford,https://www.target.com/sl/medford/1948,Medford,Open,2975 Horseblock Rd,Medford,Suffolk,New York,NY,11763-2526,US,40.824959,-72.988953,America/New_York,Pfresh,143997,631-286-0287,36,36103,36103158712,361031587123011,35620,408,Suffolk County,"New York-Newark-Jersey City, NY-NJ",TRUE,"New York-Newark, NY-NJ-CT-PA"
1949,morgantown,https://www.target.com/sl/morgantown/1949,Morgantown,Open,5001 University Towne Center Dr,Morgantown,Monongalia,West Virginia,WV,26501-2267,US,39.649432,-80.000996,America/New_York,Gen Merch,123763,304-599-1072,,,,,,,,,,
1950,streamwood,https://www.target.com/sl/streamwood/1950,Streamwood,Open,1001 Sutton Rd,Streamwood,Cook,Illinois,IL,60107-2332,US,42.017305,-88.200911,America/Chicago,SuperTarget,174545,630-372-3330,17,17031,17031804506,170318045063014,16980,176,Cook County,"Chicago-Naperville-Elgin, IL-IN",TRUE,"Chicago-Naperville, IL-IN-WI"
